Post #,Sentiment
post1117,Positive Sentiment
post1118,Positive Sentiment
post1119,Positive Sentiment
post1120,Positive Sentiment
post1121,Positive Sentiment
post1122,Negative Sentiment
post1123,Positive Sentiment
post1124,Neutral Sentiment
post1125,Neutral Sentiment
post1126,Positive Sentiment
post1127,Neutral Sentiment
post1128,Positive Sentiment
post1129,Positive Sentiment
post1130,Neutral Sentiment
post1131,Neutral Sentiment
post1132,Positive Sentiment
post1133,Negative Sentiment
post1134,Positive Sentiment
post1135,Neutral Sentiment
post1136,Neutral Sentiment
post1137,Negative Sentiment
post1138,Positive Sentiment
post1139,Neutral Sentiment
post1140,Neutral Sentiment
post1141,Neutral Sentiment
post1142,Negative Sentiment
post1143,Negative Sentiment
post1144,Positive Sentiment
post1145,Neutral Sentiment
post1146,Positive Sentiment
post1147,Negative Sentiment
post1148,Neutral Sentiment
post1149,Positive Sentiment
post1150,Positive Sentiment
post1151,Neutral Sentiment
post1152,Positive Sentiment
post1153,Negative Sentiment
post1154,Positive Sentiment
post1155,Neutral Sentiment
post1156,Neutral Sentiment
post1157,Neutral Sentiment
post1158,Neutral Sentiment
post1159,Positive Sentiment
post1160,Positive Sentiment
post1161,Positive Sentiment
post1162,Neutral Sentiment
post1163,Neutral Sentiment
post1164,Positive Sentiment
post1165,Neutral Sentiment
post1166,Neutral Sentiment
post1167,Negative Sentiment
post1168,Neutral Sentiment
post1169,Positive Sentiment
post1170,Neutral Sentiment
post1171,Positive Sentiment
post1172,Neutral Sentiment
post1173,Positive Sentiment
post1174,Neutral Sentiment
post1175,Negative Sentiment
post1176,Neutral Sentiment
post1177,Positive Sentiment
post1178,Positive Sentiment
post1179,Neutral Sentiment
post1180,Neutral Sentiment
post1181,Neutral Sentiment
post1182,Negative Sentiment
post1183,Negative Sentiment
post1184,Positive Sentiment
post1185,Positive Sentiment
post1186,Neutral Sentiment
post1187,Negative Sentiment
post1188,Neutral Sentiment
post1189,Neutral Sentiment
post1190,Neutral Sentiment
post1191,Positive Sentiment
post1192,Positive Sentiment
post1193,Positive Sentiment
post1194,Positive Sentiment
post1195,Positive Sentiment
post1196,Positive Sentiment
post1197,Neutral Sentiment
post1198,Positive Sentiment
post1199,Neutral Sentiment
post1200,Positive Sentiment
post1201,Neutral Sentiment
post1202,Positive Sentiment
post1203,Neutral Sentiment
post1204,Neutral Sentiment
post1205,Positive Sentiment
post1206,Positive Sentiment
post1207,Negative Sentiment
post1208,Negative Sentiment
post1209,Neutral Sentiment
post1210,Positive Sentiment
post1211,Negative Sentiment
post1212,Positive Sentiment
post1213,Positive Sentiment
post1214,Positive Sentiment
post1215,Positive Sentiment
post1216,Positive Sentiment
post1217,Positive Sentiment
post1218,Neutral Sentiment
post1219,Neutral Sentiment
post1220,Neutral Sentiment
post1221,Negative Sentiment
post1222,Neutral Sentiment
post1223,Positive Sentiment
post1224,Positive Sentiment
post1225,Positive Sentiment
post1226,Neutral Sentiment
post1227,Neutral Sentiment
post1228,Positive Sentiment
post1229,Neutral Sentiment
post1230,Neutral Sentiment
post1231,Positive Sentiment
post1232,Neutral Sentiment
post1233,Neutral Sentiment
post1234,Negative Sentiment
post1235,Positive Sentiment
post1236,Neutral Sentiment
post1237,Neutral Sentiment
post1238,Neutral Sentiment
post1239,Neutral Sentiment
post1240,Positive Sentiment
post1241,Positive Sentiment
post1242,Neutral Sentiment
post1243,Positive Sentiment
post1244,Neutral Sentiment
post1245,Positive Sentiment
post1246,Neutral Sentiment
post1247,Positive Sentiment
post1248,Positive Sentiment
post1249,Positive Sentiment
post1250,Neutral Sentiment
post1251,Neutral Sentiment
post1252,Positive Sentiment
post1253,Positive Sentiment
post1254,Positive Sentiment
post1255,Neutral Sentiment
post1256,Neutral Sentiment
post1257,Negative Sentiment
post1258,Positive Sentiment
post1259,Positive Sentiment
post1260,Negative Sentiment
post1261,Neutral Sentiment
post1262,Neutral Sentiment
post1263,Neutral Sentiment
post1264,Positive Sentiment
post1265,Neutral Sentiment
post1266,Positive Sentiment
post1267,Positive Sentiment
post1268,Positive Sentiment
post1269,Neutral Sentiment
post1270,Positive Sentiment
post1271,Positive Sentiment
post1272,Neutral Sentiment
post1273,Positive Sentiment
post1274,Negative Sentiment
post1275,Negative Sentiment
post1276,Neutral Sentiment
post1277,Neutral Sentiment
post1278,Positive Sentiment
post1279,Neutral Sentiment
post1280,Positive Sentiment
post1281,Neutral Sentiment
post1282,Negative Sentiment
post1283,Neutral Sentiment
post1284,Positive Sentiment
post1285,Positive Sentiment
post1286,Neutral Sentiment
post1287,Neutral Sentiment
post1288,Positive Sentiment
post1289,Neutral Sentiment
post1290,Negative Sentiment
post1291,Neutral Sentiment
post1292,Neutral Sentiment
post1293,Positive Sentiment
post1294,Negative Sentiment
post1295,Neutral Sentiment
post1296,Positive Sentiment
post1297,Positive Sentiment
post1298,Positive Sentiment
post1299,Positive Sentiment
post1300,Neutral Sentiment
post1301,Negative Sentiment
post1302,Positive Sentiment
post1303,Neutral Sentiment
post1304,Neutral Sentiment
post1305,Positive Sentiment
post1306,Neutral Sentiment
post1307,Positive Sentiment
post1308,Neutral Sentiment
post1309,Neutral Sentiment
post1310,Positive Sentiment
post1311,Neutral Sentiment
post1312,Neutral Sentiment
post1313,Neutral Sentiment
post1314,Positive Sentiment
post1315,Neutral Sentiment
post1316,Neutral Sentiment
post1317,Positive Sentiment
post1318,Neutral Sentiment
post1319,Positive Sentiment
post1320,Neutral Sentiment
post1321,Neutral Sentiment
post1322,Neutral Sentiment
post1323,Negative Sentiment
post1324,Positive Sentiment
post1325,Positive Sentiment
post1326,Neutral Sentiment
post1327,Positive Sentiment
post1328,Neutral Sentiment
post1329,Neutral Sentiment
post1330,Positive Sentiment
post1331,Neutral Sentiment
post1332,Neutral Sentiment
post1333,Neutral Sentiment
post1334,Positive Sentiment
post1335,Neutral Sentiment
post1336,Neutral Sentiment
post1337,Positive Sentiment
post1338,Positive Sentiment
post1339,Neutral Sentiment
post1340,Neutral Sentiment
post1341,Positive Sentiment
post1342,Neutral Sentiment
post1343,Neutral Sentiment
post1344,Neutral Sentiment
post1345,Neutral Sentiment
post1346,Neutral Sentiment
post1347,Neutral Sentiment
post1348,Neutral Sentiment
post1349,Positive Sentiment
post1350,Positive Sentiment
post1351,Negative Sentiment
post1352,Positive Sentiment
post1353,Neutral Sentiment
post1354,Positive Sentiment
post1355,Neutral Sentiment
post1356,Neutral Sentiment
post1357,Neutral Sentiment
post1358,Neutral Sentiment
post1359,Negative Sentiment
post1360,Positive Sentiment
post1361,Positive Sentiment
post1362,Neutral Sentiment
post1363,Neutral Sentiment
post1364,Positive Sentiment
post1365,Positive Sentiment
post1366,Neutral Sentiment
post1367,Neutral Sentiment
post1368,Positive Sentiment
post1369,Neutral Sentiment
post1370,Positive Sentiment
post1371,Neutral Sentiment
post1372,Negative Sentiment
post1373,Positive Sentiment
post1374,Neutral Sentiment
post1375,Neutral Sentiment
post1376,Positive Sentiment
post1377,Negative Sentiment
post1378,Positive Sentiment
post1379,Positive Sentiment
post1380,Neutral Sentiment
post1381,Neutral Sentiment
post1382,Negative Sentiment
post1383,Positive Sentiment
post1384,Negative Sentiment
post1385,Neutral Sentiment
post1386,Neutral Sentiment
post1387,Positive Sentiment
post1388,Positive Sentiment
post1389,Neutral Sentiment
post1390,Neutral Sentiment
post1391,Neutral Sentiment
post1392,Negative Sentiment
post1393,Positive Sentiment
post1394,Neutral Sentiment
post1395,Neutral Sentiment
post1396,Positive Sentiment
post1397,Positive Sentiment
post1398,Negative Sentiment
post1399,Negative Sentiment
post1400,Neutral Sentiment
post1401,Positive Sentiment
post1402,Neutral Sentiment
post1403,Neutral Sentiment
post1404,Positive Sentiment
post1405,Positive Sentiment
post1406,Neutral Sentiment
post1407,Positive Sentiment
post1408,Positive Sentiment
post1409,Positive Sentiment
post1410,Positive Sentiment
post1411,Positive Sentiment
post1412,Positive Sentiment
post1413,Positive Sentiment
post1414,Positive Sentiment
post1415,Positive Sentiment
post1416,Negative Sentiment
post1417,Neutral Sentiment
post1418,Positive Sentiment
post1419,Positive Sentiment
post1420,Negative Sentiment
post1421,Positive Sentiment
post1422,Neutral Sentiment
post1423,Positive Sentiment
post1424,Negative Sentiment
post1425,Negative Sentiment
post1426,Neutral Sentiment
post1427,Positive Sentiment
post1428,Positive Sentiment
post1429,Neutral Sentiment
post1430,Positive Sentiment
post1431,Neutral Sentiment
post1432,Neutral Sentiment
post1433,Neutral Sentiment
post1434,Negative Sentiment
post1435,Positive Sentiment
post1436,Neutral Sentiment
post1437,Positive Sentiment
post1438,Neutral Sentiment
post1439,Neutral Sentiment
post1440,Negative Sentiment
post1441,Neutral Sentiment
post1442,Neutral Sentiment
post1443,Negative Sentiment
post1444,Neutral Sentiment
post1445,Negative Sentiment
post1446,Positive Sentiment
post1447,Neutral Sentiment
post1448,Negative Sentiment
post1449,Negative Sentiment
post1450,Neutral Sentiment
post1451,Positive Sentiment
post1452,Neutral Sentiment
post1453,Neutral Sentiment
post1454,Neutral Sentiment
post1455,Neutral Sentiment
post1456,Positive Sentiment
post1457,Neutral Sentiment
post1458,Negative Sentiment
post1459,Neutral Sentiment
post1460,Neutral Sentiment
post1461,Negative Sentiment
post1462,Positive Sentiment
post1463,Positive Sentiment
post1464,Negative Sentiment
post1465,Positive Sentiment
post1466,Neutral Sentiment
post1467,Positive Sentiment
post1468,Neutral Sentiment
post1469,Neutral Sentiment
post1470,Positive Sentiment
post1471,Neutral Sentiment
post1472,Neutral Sentiment
post1473,Neutral Sentiment
post1474,Positive Sentiment
post1475,Positive Sentiment
post1476,Negative Sentiment
post1477,Positive Sentiment
post1478,Positive Sentiment
post1479,Positive Sentiment
post1480,Positive Sentiment
post1481,Neutral Sentiment
post1482,Neutral Sentiment
post1483,Neutral Sentiment
post1484,Positive Sentiment
post1485,Positive Sentiment
post1486,Positive Sentiment
post1487,Positive Sentiment
post1488,Neutral Sentiment
post1489,Negative Sentiment
post1490,Positive Sentiment
post1491,Positive Sentiment
post1492,Neutral Sentiment
post1493,Neutral Sentiment
post1494,Positive Sentiment
post1495,Neutral Sentiment
post1496,Neutral Sentiment
post1497,Neutral Sentiment
post1498,Neutral Sentiment
post1499,Positive Sentiment
post1500,Neutral Sentiment
post1501,Positive Sentiment
post1502,Neutral Sentiment
post1503,Neutral Sentiment
post1504,Positive Sentiment
post1505,Neutral Sentiment
post1506,Neutral Sentiment
post1507,Neutral Sentiment
post1508,Neutral Sentiment
post1509,Neutral Sentiment
post1510,Neutral Sentiment
post1511,Positive Sentiment
post1512,Neutral Sentiment
post1513,Positive Sentiment
post1514,Positive Sentiment
post1515,Neutral Sentiment
post1516,Positive Sentiment
post1517,Neutral Sentiment
post1518,Negative Sentiment
post1519,Neutral Sentiment
post1520,Positive Sentiment
post1521,Neutral Sentiment
post1522,Neutral Sentiment
post1523,Neutral Sentiment
post1524,Negative Sentiment
post1525,Positive Sentiment
post1526,Positive Sentiment
post1527,Neutral Sentiment
post1528,Positive Sentiment
post1529,Neutral Sentiment
post1530,Neutral Sentiment
post1531,Positive Sentiment
post1532,Neutral Sentiment
post1533,Negative Sentiment
post1534,Neutral Sentiment
post1535,Positive Sentiment
post1536,Positive Sentiment
post1537,Neutral Sentiment
post1538,Positive Sentiment
post1539,Neutral Sentiment
post1540,Neutral Sentiment
post1541,Neutral Sentiment
post1542,Positive Sentiment
post1543,Neutral Sentiment
post1544,Positive Sentiment
post1545,Neutral Sentiment
post1546,Positive Sentiment
post1547,Positive Sentiment
post1548,Positive Sentiment
post1549,Negative Sentiment
post1550,Neutral Sentiment
post1551,Negative Sentiment
post1552,Positive Sentiment
post1553,Neutral Sentiment
post1554,Neutral Sentiment
post1555,Positive Sentiment
post1556,Positive Sentiment
post1557,Neutral Sentiment
post1558,Positive Sentiment
post1559,Positive Sentiment
post1560,Positive Sentiment
post1561,Positive Sentiment
post1562,Negative Sentiment
post1563,Positive Sentiment
post1564,Positive Sentiment
post1565,Negative Sentiment
post1566,Positive Sentiment
post1567,Neutral Sentiment
post1568,Neutral Sentiment
post1569,Positive Sentiment
post1570,Positive Sentiment
post1571,Neutral Sentiment
post1572,Positive Sentiment
post1573,Positive Sentiment
post1574,Positive Sentiment
post1575,Positive Sentiment
post1576,Neutral Sentiment
post1577,Neutral Sentiment
post1578,Neutral Sentiment
post1579,Neutral Sentiment
post1580,Positive Sentiment
post1581,Positive Sentiment
post1582,Positive Sentiment
post1583,Negative Sentiment
post1584,Positive Sentiment
post1585,Positive Sentiment
post1586,Positive Sentiment
post1587,Positive Sentiment
post1588,Negative Sentiment
post1589,Negative Sentiment
post1590,Neutral Sentiment
post1591,Neutral Sentiment
post1592,Positive Sentiment
post1593,Neutral Sentiment
post1594,Positive Sentiment
post1595,Positive Sentiment
post1596,Neutral Sentiment
post1597,Neutral Sentiment
post1598,Neutral Sentiment
post1599,Positive Sentiment
post1600,Neutral Sentiment
post1601,Positive Sentiment
post1602,Neutral Sentiment
post1603,Positive Sentiment
post1604,Positive Sentiment
post1605,Neutral Sentiment
post1606,Positive Sentiment
post1607,Positive Sentiment
post1608,Positive Sentiment
post1609,Negative Sentiment
post1610,Positive Sentiment
post1611,Negative Sentiment
post1612,Negative Sentiment
post1613,Neutral Sentiment
post1614,Positive Sentiment
post1615,Positive Sentiment
post1616,Neutral Sentiment
post1617,Positive Sentiment
post1618,Positive Sentiment
post1619,Neutral Sentiment
post1620,Neutral Sentiment
post1621,Positive Sentiment
post1622,Neutral Sentiment
post1623,Neutral Sentiment
post1624,Neutral Sentiment
post1625,Positive Sentiment
post1626,Positive Sentiment
post1627,Neutral Sentiment
post1628,Neutral Sentiment
post1629,Positive Sentiment
post1630,Positive Sentiment
post1631,Positive Sentiment
post1632,Neutral Sentiment
post1633,Positive Sentiment
post1634,Neutral Sentiment
post1635,Neutral Sentiment
post1636,Negative Sentiment
post1637,Neutral Sentiment
post1638,Negative Sentiment
post1639,Negative Sentiment
post1640,Positive Sentiment
post1641,Negative Sentiment
post1642,Neutral Sentiment
post1643,Positive Sentiment
post1644,Positive Sentiment
post1645,Neutral Sentiment
post1646,Negative Sentiment
post1647,Neutral Sentiment
post1648,Neutral Sentiment
post1649,Positive Sentiment
post1650,Neutral Sentiment
post1651,Positive Sentiment
post1652,Neutral Sentiment
post1653,Positive Sentiment
post1654,Positive Sentiment
post1655,Neutral Sentiment
post1656,Neutral Sentiment
post1657,Neutral Sentiment
post1658,Neutral Sentiment
post1659,Positive Sentiment
post1660,Positive Sentiment
post1661,Positive Sentiment
post1662,Positive Sentiment
post1663,Neutral Sentiment
post1664,Neutral Sentiment
post1665,Positive Sentiment
post1666,Neutral Sentiment
post1667,Neutral Sentiment
post1668,Neutral Sentiment
post1669,Neutral Sentiment
post1670,Positive Sentiment
post1671,Neutral Sentiment
post1672,Positive Sentiment
post1673,Neutral Sentiment
post1674,Neutral Sentiment
post1675,Negative Sentiment
post1676,Positive Sentiment
post1677,Neutral Sentiment
post1678,Negative Sentiment
post1679,Negative Sentiment
post1680,Positive Sentiment
post1681,Neutral Sentiment
post1682,Neutral Sentiment
post1683,Neutral Sentiment
post1684,Neutral Sentiment
post1685,Negative Sentiment
post1686,Positive Sentiment
post1687,Positive Sentiment
post1688,Positive Sentiment
post1689,Positive Sentiment
post1690,Positive Sentiment
post1691,Negative Sentiment
post1692,Positive Sentiment
post1693,Negative Sentiment
post1694,Positive Sentiment
post1695,Positive Sentiment
post1696,Neutral Sentiment
post1697,Neutral Sentiment
post1698,Neutral Sentiment
post1699,Neutral Sentiment
post1700,Neutral Sentiment
post1701,Neutral Sentiment
post1702,Positive Sentiment
post1703,Negative Sentiment
post1704,Positive Sentiment
post1705,Positive Sentiment
post1706,Positive Sentiment
post1707,Neutral Sentiment
post1708,Positive Sentiment
post1709,Neutral Sentiment
post1710,Neutral Sentiment
post1711,Positive Sentiment
post1712,Neutral Sentiment
post1713,Positive Sentiment
post1714,Positive Sentiment
post1715,Positive Sentiment
post1716,Positive Sentiment
post1717,Neutral Sentiment
post1718,Negative Sentiment
post1719,Positive Sentiment
post1720,Neutral Sentiment
post1721,Neutral Sentiment
post1722,Neutral Sentiment
post1723,Neutral Sentiment
post1724,Neutral Sentiment
post1725,Neutral Sentiment
post1726,Neutral Sentiment
post1727,Neutral Sentiment
post1728,Neutral Sentiment
post1729,Positive Sentiment
post1730,Neutral Sentiment
post1731,Neutral Sentiment
post1732,Neutral Sentiment
post1733,Positive Sentiment
post1734,Negative Sentiment
post1735,Positive Sentiment
post1736,Positive Sentiment
post1737,Positive Sentiment
post1738,Neutral Sentiment
post1739,Neutral Sentiment
post1740,Neutral Sentiment
post1741,Neutral Sentiment
post1742,Positive Sentiment
post1743,Positive Sentiment
post1744,Positive Sentiment
post1745,Neutral Sentiment
post1746,Neutral Sentiment
post1747,Positive Sentiment
post1748,Neutral Sentiment
post1749,Neutral Sentiment
post1750,Positive Sentiment
post1751,Positive Sentiment
post1752,Positive Sentiment
post1753,Neutral Sentiment
post1754,Positive Sentiment
post1755,Positive Sentiment
post1756,Positive Sentiment
post1757,Neutral Sentiment
post1758,Positive Sentiment
post1759,Neutral Sentiment
post1760,Positive Sentiment
post1761,Positive Sentiment
post1762,Negative Sentiment
post1763,Positive Sentiment
post1764,Positive Sentiment
post1765,Positive Sentiment
post1766,Positive Sentiment
post1767,Neutral Sentiment
post1768,Positive Sentiment
post1769,Positive Sentiment
post1770,Neutral Sentiment
post1771,Neutral Sentiment
post1772,Neutral Sentiment
post1773,Neutral Sentiment
post1774,Negative Sentiment
post1775,Positive Sentiment
post1776,Neutral Sentiment
post1777,Neutral Sentiment
post1778,Positive Sentiment
post1779,Positive Sentiment
post1780,Neutral Sentiment
post1781,Positive Sentiment
post1782,Neutral Sentiment
post1783,Positive Sentiment
post1784,Positive Sentiment
post1785,Positive Sentiment
post1786,Positive Sentiment
post1787,Positive Sentiment
post1788,Positive Sentiment
post1789,Positive Sentiment
post1790,Neutral Sentiment
post1791,Positive Sentiment
post1792,Neutral Sentiment
post1793,Neutral Sentiment
post1794,Neutral Sentiment
post1795,Neutral Sentiment
post1796,Neutral Sentiment
post1797,Neutral Sentiment
post1798,Neutral Sentiment
post1799,Positive Sentiment
post1800,Positive Sentiment
post1801,Neutral Sentiment
post1802,Neutral Sentiment
post1803,Neutral Sentiment
post1804,Neutral Sentiment
post1805,Neutral Sentiment
post1806,Neutral Sentiment
post1807,Neutral Sentiment
post1808,Neutral Sentiment
post1809,Neutral Sentiment
post1810,Neutral Sentiment
post1811,Negative Sentiment
post1812,Neutral Sentiment
post1813,Positive Sentiment
post1814,Neutral Sentiment
post1815,Neutral Sentiment
post1816,Neutral Sentiment
post1817,Negative Sentiment
post1818,Negative Sentiment
post1819,Neutral Sentiment
post1820,Neutral Sentiment
post1821,Positive Sentiment
post1822,Positive Sentiment
post1823,Neutral Sentiment
post1824,Neutral Sentiment
post1825,Neutral Sentiment
post1826,Neutral Sentiment
post1827,Negative Sentiment
post1828,Neutral Sentiment
post1829,Positive Sentiment
post1830,Neutral Sentiment
post1831,Neutral Sentiment
post1832,Neutral Sentiment
post1833,Neutral Sentiment
post1834,Neutral Sentiment
post1835,Neutral Sentiment
post1836,Neutral Sentiment
post1837,Neutral Sentiment
post1838,Neutral Sentiment
post1839,Neutral Sentiment
post1840,Neutral Sentiment
post1841,Neutral Sentiment
post1842,Neutral Sentiment
post1843,Positive Sentiment
post1844,Neutral Sentiment
post1845,Positive Sentiment
post1846,Neutral Sentiment
post1847,Neutral Sentiment
post1848,Neutral Sentiment
post1849,Positive Sentiment
post1850,Positive Sentiment
post1851,Positive Sentiment
post1852,Positive Sentiment
post1853,Positive Sentiment
post1854,Negative Sentiment
post1855,Positive Sentiment
post1856,Positive Sentiment
post1857,Positive Sentiment
post1858,Positive Sentiment
post1859,Positive Sentiment
post1860,Positive Sentiment
post1861,Neutral Sentiment
post1862,Negative Sentiment
post1863,Negative Sentiment
post1864,Positive Sentiment
post1865,Neutral Sentiment
post1866,Neutral Sentiment
post1867,Neutral Sentiment
post1868,Positive Sentiment
post1869,Negative Sentiment
post1870,Neutral Sentiment
post1871,Neutral Sentiment
post1872,Negative Sentiment
post1873,Neutral Sentiment
post1874,Positive Sentiment
post1875,Positive Sentiment
post1876,Neutral Sentiment
post1877,Negative Sentiment
post1878,Neutral Sentiment
post1879,Neutral Sentiment
post1880,Neutral Sentiment
post1881,Positive Sentiment
post1882,Neutral Sentiment
post1883,Positive Sentiment
post1884,Negative Sentiment
post1885,Neutral Sentiment
post1886,Positive Sentiment
post1887,Positive Sentiment
post1888,Positive Sentiment
post1889,Negative Sentiment
post1890,Positive Sentiment
post1891,Negative Sentiment
post1892,Neutral Sentiment
post1893,Neutral Sentiment
post1894,Neutral Sentiment
post1895,Positive Sentiment
post1896,Positive Sentiment
post1897,Positive Sentiment
post1898,Positive Sentiment
post1899,Neutral Sentiment
post1900,Positive Sentiment
post1901,Positive Sentiment
post1902,Neutral Sentiment
post1903,Positive Sentiment
post1904,Neutral Sentiment
post1905,Positive Sentiment
post1906,Positive Sentiment
post1907,Positive Sentiment
post1908,Neutral Sentiment
post1909,Neutral Sentiment
post1910,Neutral Sentiment
post1911,Positive Sentiment
post1912,Positive Sentiment
post1913,Positive Sentiment
post1914,Neutral Sentiment
post1915,Positive Sentiment
post1916,Positive Sentiment
post1917,Neutral Sentiment
post1918,Neutral Sentiment
post1919,Neutral Sentiment
post1920,Neutral Sentiment
post1921,Positive Sentiment
post1922,Positive Sentiment
post1923,Neutral Sentiment
post1924,Neutral Sentiment
post1925,Negative Sentiment
post1926,Negative Sentiment
post1927,Neutral Sentiment
post1928,Positive Sentiment
post1929,Neutral Sentiment
post1930,Neutral Sentiment
post1931,Positive Sentiment
post1932,Positive Sentiment
post1933,Neutral Sentiment
post1934,Neutral Sentiment
post1935,Neutral Sentiment
post1936,Positive Sentiment
post1937,Neutral Sentiment
post1938,Neutral Sentiment
post1939,Negative Sentiment
post1940,Negative Sentiment
post1941,Negative Sentiment
post1942,Neutral Sentiment
post1943,Positive Sentiment
post1944,Positive Sentiment
post1945,Positive Sentiment
post1946,Neutral Sentiment
post1947,Positive Sentiment
post1948,Positive Sentiment
post1949,Neutral Sentiment
post1950,Positive Sentiment
post1951,Positive Sentiment
post1952,Positive Sentiment
post1953,Negative Sentiment
post1954,Neutral Sentiment
post1955,Positive Sentiment
post1956,Positive Sentiment
post1957,Neutral Sentiment
post1958,Positive Sentiment
post1959,Neutral Sentiment
post1960,Neutral Sentiment
post1961,Positive Sentiment
post1962,Neutral Sentiment
post1963,Neutral Sentiment
post1964,Positive Sentiment
post1965,Neutral Sentiment
post1966,Neutral Sentiment
post1967,Neutral Sentiment
post1968,Neutral Sentiment
post1969,Positive Sentiment
post1970,Positive Sentiment
post1971,Neutral Sentiment
post1972,Neutral Sentiment
post1973,Positive Sentiment
post1974,Positive Sentiment
post1975,Neutral Sentiment
post1976,Positive Sentiment
post1977,Neutral Sentiment
post1978,Positive Sentiment
post1979,Positive Sentiment
post1980,Positive Sentiment
post1981,Neutral Sentiment
post1982,Negative Sentiment
post1983,Neutral Sentiment
post1984,Neutral Sentiment
post1985,Neutral Sentiment
post1986,Neutral Sentiment
post1987,Positive Sentiment
post1988,Positive Sentiment
post1989,Positive Sentiment
post1990,Neutral Sentiment
post1991,Neutral Sentiment
post1992,Neutral Sentiment
post1993,Neutral Sentiment
post1994,Negative Sentiment
post1995,Negative Sentiment
post1996,Neutral Sentiment
post1997,Neutral Sentiment
post1998,Neutral Sentiment
post1999,Positive Sentiment
post2000,Neutral Sentiment
post2001,Positive Sentiment
post2002,Neutral Sentiment
post2003,Positive Sentiment
post2004,Neutral Sentiment
post2005,Positive Sentiment
post2006,Negative Sentiment
post2007,Neutral Sentiment
post2008,Neutral Sentiment
post2009,Positive Sentiment
post2010,Positive Sentiment
post2011,Positive Sentiment
post2012,Positive Sentiment
post2013,Positive Sentiment
post2014,Negative Sentiment
post2015,Neutral Sentiment
post2016,Positive Sentiment
post2017,Neutral Sentiment
post2018,Positive Sentiment
post2019,Positive Sentiment
post2020,Positive Sentiment
post2021,Neutral Sentiment
post2022,Neutral Sentiment
post2023,Positive Sentiment
post2024,Positive Sentiment
post2025,Neutral Sentiment
post2026,Neutral Sentiment
post2027,Negative Sentiment
post2028,Neutral Sentiment
post2029,Positive Sentiment
post2030,Positive Sentiment
post2031,Neutral Sentiment
post2032,Negative Sentiment
post2033,Neutral Sentiment
post2034,Positive Sentiment
post2035,Neutral Sentiment
post2036,Positive Sentiment
post2037,Positive Sentiment
post2038,Neutral Sentiment
post2039,Neutral Sentiment
post2040,Neutral Sentiment
post2041,Neutral Sentiment
post2042,Neutral Sentiment
post2043,Neutral Sentiment
post2044,Neutral Sentiment
post2045,Neutral Sentiment
post2046,Positive Sentiment
post2047,Neutral Sentiment
post2048,Positive Sentiment
post2049,Positive Sentiment
post2050,Positive Sentiment
post2051,Positive Sentiment
post2052,Positive Sentiment
post2053,Positive Sentiment
post2054,Negative Sentiment
post2055,Positive Sentiment
post2056,Neutral Sentiment
post2057,Positive Sentiment
post2058,Positive Sentiment
post2059,Negative Sentiment
post2060,Positive Sentiment
post2061,Positive Sentiment
post2062,Neutral Sentiment
post2063,Positive Sentiment
post2064,Positive Sentiment
post2065,Neutral Sentiment
post2066,Positive Sentiment
post2067,Positive Sentiment
post2068,Positive Sentiment
post2069,Positive Sentiment
post2070,Positive Sentiment
post2071,Negative Sentiment
post2072,Positive Sentiment
post2073,Neutral Sentiment
post2074,Neutral Sentiment
post2075,Negative Sentiment
post2076,Neutral Sentiment
post2077,Negative Sentiment
post2078,Neutral Sentiment
post2079,Positive Sentiment
post2080,Positive Sentiment
post2081,Positive Sentiment
post2082,Neutral Sentiment
post2083,Negative Sentiment
post2084,Neutral Sentiment
post2085,Neutral Sentiment
post2086,Positive Sentiment
post2087,Positive Sentiment
post2088,Neutral Sentiment
post2089,Positive Sentiment
post2090,Neutral Sentiment
post2091,Neutral Sentiment
post2092,Neutral Sentiment
post2093,Neutral Sentiment
post2094,Neutral Sentiment
post2095,Positive Sentiment
post2096,Neutral Sentiment
post2097,Positive Sentiment
post2098,Positive Sentiment
post2099,Neutral Sentiment
post2100,Neutral Sentiment
post2101,Positive Sentiment
post2102,Neutral Sentiment
post2103,Negative Sentiment
post2104,Positive Sentiment
post2105,Neutral Sentiment
post2106,Neutral Sentiment
post2107,Neutral Sentiment
post2108,Positive Sentiment
post2109,Positive Sentiment
post2110,Positive Sentiment
post2111,Positive Sentiment
post2112,Negative Sentiment
post2113,Neutral Sentiment
post2114,Positive Sentiment
post2115,Positive Sentiment
post2116,Neutral Sentiment
post2117,Neutral Sentiment
post2118,Neutral Sentiment
post2119,Negative Sentiment
post2120,Positive Sentiment
post2121,Positive Sentiment
post2122,Neutral Sentiment
post2123,Neutral Sentiment
post2124,Neutral Sentiment
post2125,Neutral Sentiment
post2126,Neutral Sentiment
post2127,Neutral Sentiment
post2128,Positive Sentiment
post2129,Neutral Sentiment
post2130,Neutral Sentiment
post2131,Positive Sentiment
post2132,Positive Sentiment
post2133,Positive Sentiment
post2134,Positive Sentiment
post2135,Neutral Sentiment
post2136,Neutral Sentiment
post2137,Negative Sentiment
post2138,Neutral Sentiment
post2139,Neutral Sentiment
post2140,Negative Sentiment
post2141,Neutral Sentiment
post2142,Positive Sentiment
post2143,Neutral Sentiment
post2144,Neutral Sentiment
post2145,Neutral Sentiment
post2146,Positive Sentiment
post2147,Neutral Sentiment
post2148,Positive Sentiment
post2149,Neutral Sentiment
post2150,Neutral Sentiment
post2151,Neutral Sentiment
post2152,Neutral Sentiment
post2153,Positive Sentiment
post2154,Positive Sentiment
